Date_x,Cases/100k_VENUSTIANO CARRANZA,PM10,Date_x,Cases/100k_VENUSTIANO CARRANZA_GF,cases2,PM10_fg,PM10_sd,pm_1,pm_2,pm_3,pm_4,cases_wo,PM10_wo,cases_wo_original,PM10_wo_original
02 27 2016,14.97906442,65.375,02 27 2016,8.805091946,0.647306226,61.1296875,21.72054511,9.026788786,43.83291963,8.501792639,38.98881592,8.501792639,38.98881592,14.97906442,65.375
02 28 2016,9.127867379,45.68181818,02 28 2016,8.551969162,0.516496865,41.1874875,7.76119837,8.497833887,37.70563034,8.039240467,36.45964556,8.039240467,36.45964556,9.127867379,45.68181818
03 01 2016,7.489532208,62.66666667,03 01 2016,8.946152604,0.107919477,42.96583261,-14.27716956,7.980755245,35.42789778,7.675419722,36.28303131,7.675419722,36.28303131,7.489532208,62.66666667
03 02 2016,6.787388564,42.79166667,03 02 2016,9.856832911,-1.516840914,52.50537608,2.038264677,7.63913227,36.24540857,7.378031797,38.11063971,7.378031797,38.11063971,6.787388564,42.79166667
03 03 2016,9.127867379,66.79166667,03 03 2016,10.87543269,-4.104099816,47.76775,-26.16311207,7.406371652,37.17578757,7.176981324,40.56564296,7.176981324,40.56564296,9.127867379,66.79166667
03 04 2016,8.425723735,37.58333333,03 04 2016,10.37719156,3.929897978,45.06838859,30.89522087,7.08859147,40.91072299,7.153502978,45.08385736,7.153502978,45.08385736,8.425723735,37.58333333
03 05 2016,8.893819498,42.08333333,03 05 2016,5.774850619,0.502453992,16.20591511,4.97194967,7.03598085,43.61041832,7.302330683,50.89009704,7.302330683,50.89009704,8.893819498,42.08333333
03 06 2016,9.830011024,54.70833333,03 06 2016,5.10240765,1.792362081,18.2386625,16.44035152,7.335936615,50.73043078,7.544780883,57.46804369,7.544780883,57.46804369,9.830011024,54.70833333
03 07 2016,11.00025043,46.60869565,03 07 2016,4.932418674,0.0503437,25.24335957,-13.11542765,7.535074583,58.32944202,7.689599681,61.28318953,7.689599681,61.28318953,11.00025043,46.60869565
03 08 2016,11.00025043,49.41666667,03 08 2016,6.554791779,-1.249253973,48.68840815,4.564647897,7.763331451,63.34425826,7.702321855,62.51079099,7.702321855,62.51079099,11.00025043,49.41666667
03 09 2016,5.149053393,11.375,03 09 2016,8.227508584,0.934482977,59.01802909,-24.84031083,7.77039301,62.17586832,7.504501242,61.45954196,7.504501242,61.45954196,5.149053393,11.375
03 10 2016,5.149053393,18.54166667,03 10 2016,8.650971416,-3.492322061,73.91229792,12.02578834,7.573241105,62.01224638,7.049087531,60.75729102,7.049087531,60.75729102,5.149053393,18.54166667
03 11 2016,4.68095763,22.65,03 11 2016,10.00891723,0.756208706,63.96625593,3.30599262,7.169869612,60.19051117,6.529217033,60.11939437,6.529217033,60.11939437,4.68095763,22.65
03 12 2016,6.553340682,51,03 12 2016,7.874540974,1.412010869,66.04600227,-16.47040698,6.404151876,60.06911552,6.169772984,59.08207232,6.169772984,59.08207232,6.553340682,51
03 13 2016,8.425723735,57.56521739,03 13 2016,6.496373428,0.040162617,71.43174123,-8.752726622,6.013629611,60.09855643,6.054638144,56.95341224,6.054638144,56.95341224,8.425723735,57.56521739
03 14 2016,8.425723735,77.75,03 14 2016,6.530216751,0.169216618,60.34707321,37.20039156,6.091537464,57.07854501,6.129152302,54.09201277,6.129152302,54.09201277,8.425723735,77.75
03 15 2016,10.53215467,61.86363636,03 15 2016,6.604222691,-1.263296845,40.50967857,-14.07552094,6.058747356,53.68313527,6.136962814,51.17236437,6.136962814,51.17236437,10.53215467,61.86363636
03 16 2016,7.72358009,65.58333333,03 16 2016,6.84744525,-0.158403607,57.87267549,-1.331141074,6.237172086,51.51435804,6.168525842,48.86891722,6.168525842,48.86891722,7.72358009,65.58333333
03 17 2016,6.319292801,73.5,03 17 2016,5.827370964,1.670469945,61.16015146,1.179267374,6.114969,48.3195998,6.164048841,46.3987289,6.164048841,46.3987289,6.319292801,73.5
03 18 2016,6.553340682,62,03 18 2016,4.648893071,1.408851222,63.11648636,-19.09602955,6.153436441,46.77279381,6.224252643,42.22212128,6.224252643,42.22212128,6.553340682,62
03 19 2016,6.553340682,34.85714286,03 19 2016,5.140885122,-2.641885676,66.25208864,2.24797094,6.223741082,44.1037931,6.244858888,37.37263956,6.244858888,37.37263956,6.553340682,34.85714286
03 20 2016,7.021436445,60.54166667,03 20 2016,7.041728396,2.293552215,50.29166136,2.46148921,6.295580407,35.78977694,6.264044127,33.79820016,6.264044127,33.79820016,7.021436445,60.54166667
03 21 2016,5.851197038,61.04166667,03 21 2016,6.300685994,-3.413681972,36.57920503,21.43209707,6.215255174,32.22434865,6.20027611,34.48525545,6.20027611,34.48525545,5.851197038,61.04166667
03 22 2016,4.446909749,62.59090909,03 22 2016,7.853195807,1.965791562,25.32823791,4.642011745,6.281296799,33.38047488,6.137471032,37.82329347,6.137471032,37.82329347,4.446909749,62.59090909
03 23 2016,4.915005512,69,03 23 2016,5.992023648,-1.060236903,35.50936785,-20.72216987,6.104276356,37.85094281,6.056199577,42.17910677,6.056199577,42.17910677,4.915005512,69
03 24 2016,7.489532208,49.59090909,03 24 2016,6.096643051,1.458352349,50.33250955,-30.48047764,6.026839942,42.23846271,6.081309571,47.02400994,6.081309571,47.02400994,7.489532208,49.59090909
03 25 2016,5.851197038,36.70833333,03 25 2016,5.141025551,0.332956517,44.43348137,53.65919356,6.037482434,46.4479148,6.159725642,53.68236538,6.159725642,53.68236538,5.851197038,36.70833333
03 26 2016,8.425723735,22.45833333,03 26 2016,5.6437604,-0.552165762,8.053975544,2.058737657,6.179606338,52.38565232,6.205435194,61.52264423,6.205435194,61.52264423,8.425723735,22.45833333
03 27 2016,5.617149156,34.95238095,03 27 2016,6.479451766,-0.432450271,25.33366328,-7.389000628,6.262088155,62.21352902,6.201128713,69.3894115,6.201128713,69.3894115,5.617149156,34.95238095
03 28 2016,6.319292801,52.56521739,03 28 2016,6.76297737,-1.015159282,44.67208867,-2.348931048,6.174611088,69.96875135,6.055346974,75.00338947,6.055346974,75.00338947,6.319292801,52.56521739
03 29 2016,4.915005512,49.34782609,03 29 2016,6.614052703,1.885255686,56.62151343,3.976173288,6.166686895,75.98595413,5.905753599,78.03174457,5.905753599,78.03174457,4.915005512,49.34782609
03 30 2016,5.617149156,,03 30 2016,5.449968754,-0.756419349,66.22200714,-7.377697125,5.82474294,79.05546293,5.751606321,78.6189009,5.751606321,78.6189009,5.617149156,51.8
03 31 2016,6.553340682,26,03 31 2016,6.171140492,0.12048785,79.79867414,-15.3475014,5.725830962,79.05381665,5.665677313,77.42968244,5.665677313,77.42968244,6.553340682,26
04 01 2016,6.787388564,45.54166667,04 01 2016,6.135892881,-0.439261065,85.99764402,11.91963858,5.70424506,77.74742313,5.526686306,76.28691084,5.526686306,76.28691084,6.787388564,45.54166667
04 02 2016,6.787388564,56.9047619,04 02 2016,6.221133119,1.194416554,76.8491125,4.401181524,5.566955916,75.48780753,5.363106898,75.30096175,5.363106898,75.30096175,6.787388564,56.9047619
04 03 2016,5.149053393,65.52173913,04 03 2016,5.867112294,-3.327458732,79.62021956,-15.85672174,5.308857943,75.62550186,5.218983556,74.18302969,5.218983556,74.18302969,5.149053393,65.52173913
04 04 2016,6.319292801,80.58333333,04 04 2016,6.707508022,3.024202892,86.79250815,-3.213158696,5.213506836,74.78957585,5.183160856,72.49640867,5.183160856,72.49640867,6.319292801,80.58333333
04 05 2016,6.085244919,88.20833333,04 05 2016,4.220445018,0.725314385,78.108075,16.34102826,5.13458589,72.13401137,5.240472495,71.47990829,5.240472495,71.47990829,6.085244919,88.20833333
04 06 2016,6.319292801,75,04 06 2016,4.757584906,-2.107624578,66.21048315,-4.91702119,5.201389843,70.56563879,5.312525808,71.39966317,5.312525808,71.39966317,6.319292801,75
04 07 2016,5.617149156,78.95833333,04 07 2016,6.02003918,0.084748738,70.65391956,8.106222818,5.385441753,71.74007471,5.351906035,72.27194854,5.351906035,72.27194854,5.617149156,78.95833333
04 08 2016,7.255484327,88.95833333,04 08 2016,5.174868874,1.545628805,70.18033478,-11.67687336,5.350745827,71.89327602,5.391727611,71.99353354,5.391727611,71.99353354,7.255484327,88.95833333
04 09 2016,3.744766104,78.56521739,04 09 2016,4.414447307,0.170199619,77.81297282,-1.520945426,5.319530526,73.18249489,5.399260609,70.43108061,5.399260609,70.43108061,3.744766104,78.56521739
04 10 2016,4.68095763,63.75,04 10 2016,5.199654545,-2.422395573,73.7687375,4.49109092,5.504906479,70.90482972,5.336371943,67.40967023,5.336371943,67.40967023,4.68095763,63.75
04 11 2016,6.319292801,71.83333333,04 11 2016,6.155061402,2.824864311,68.20355676,8.376157478,5.373344822,67.20591722,5.154025239,64.66593439,5.154025239,64.66593439,6.319292801,71.83333333
04 12 2016,5.149053393,68.66666667,04 12 2016,4.688072686,-1.626656182,67.12946693,-10.0072735,5.130864529,64.11826375,4.903637472,61.63350631,4.903637472,61.63350631,5.149053393,68.66666667
04 13 2016,4.212861867,79.58333333,04 13 2016,6.04594828,-0.552025334,74.43153458,10.183744,4.957866366,62.6736222,4.640905351,58.67345427,4.640905351,58.67345427,4.212861867,79.58333333
04 14 2016,5.149053393,73.7826087,04 14 2016,5.777167693,1.576523125,71.72632873,-24.81408833,4.62218152,58.10863299,4.411605298,54.83185746,4.411605298,54.83185746,5.149053393,73.7826087
04 15 2016,6.553340682,67.75,04 15 2016,4.956361772,-2.18907324,79.20486688,3.342583436,4.342668166,55.23810762,4.257885993,52.00840171,4.257885993,52.00840171,6.553340682,67.75
04 16 2016,4.212861867,65.79166667,04 16 2016,5.712078977,1.61233245,61.8693167,12.70659929,4.269966207,51.14883177,4.181950829,48.15957185,4.181950829,48.15957185,4.212861867,65.79166667
04 17 2016,6.319292801,76.23809524,04 17 2016,4.278722941,-1.159590229,47.87634995,11.71336104,4.161023605,49.63826575,4.068046412,43.4560997,4.068046412,43.4560997,6.319292801,76.23809524
04 18 2016,5.851197038,69.58333333,04 18 2016,4.457699356,1.199682631,46.5899825,-24.96735956,4.114862676,43.69161803,4.135773182,36.5423015,4.135773182,36.5423015,5.851197038,69.58333333
04 19 2016,4.68095763,82.95454545,04 19 2016,3.477085542,-0.094648963,57.01697608,23.696407,3.928252956,37.03841533,4.491612894,30.03183201,4.491612894,30.03183201,4.68095763,82.95454545
04 20 2016,6.085244919,61.08333333,04 20 2016,3.696154359,0.502453992,42.47661011,-10.20875626,4.364203915,28.89687113,5.017093855,27.06971099,5.017093855,27.06971099,6.085244919,61.08333333
04 21 2016,3.978813986,46.5,04 21 2016,3.820574213,-0.124841141,51.63265114,1.768133871,5.182381812,24.16020957,5.374187395,29.17845645,5.374187395,29.17845645,3.978813986,46.5
04 22 2016,4.68095763,44.60869565,04 22 2016,4.447448059,-1.495917034,50.57993591,-45.76095728,5.504695837,28.15205226,5.474517034,34.75822236,5.474517034,34.75822236,4.68095763,44.60869565
04 23 2016,3.276670341,61.20833333,04 23 2016,4.949480765,0.189719212,51.29535455,38.81328637,5.435484535,35.22310751,5.571640218,41.75560056,5.571640218,41.75560056,3.276670341,61.20833333
04 24 2016,3.744766104,38.4,04 24 2016,3.955596436,4.181476046,6.24981591,6.240855304,5.483370731,40.8995073,5.803367682,49.49798768,5.803367682,49.49798768,3.744766104,38.4
04 25 2016,3.744766104,53.75,04 25 2016,3.15143132,-0.482653539,0.017563636,9.285209469,5.796065388,49.14418686,5.906810159,58.08784023,5.906810159,58.08784023,3.744766104,53.75
04 26 2016,4.446909749,49.08333333,04 26 2016,6.52874225,-6.241284647,0.026166667,60.96175833,6.130666927,58.45026889,5.713379615,66.25780788,5.713379615,66.25780788,4.446909749,49.08333333
04 27 2016,5.149053393,58.54545455,04 27 2016,9.423399642,1.232823813,9.319979166,-49.7537982,5.793698161,66.66906495,5.29695828,70.27925326,5.29695828,70.27925326,5.149053393,58.54545455
04 28 2016,3.978813986,,04 28 2016,6.076772387,3.435518639,79.57554999,-29.54894217,5.215773757,73.65408981,4.968569041,69.59625527,4.968569041,69.59625527,3.978813986,51.8
04 29 2016,2.574526697,,04 29 2016,3.962968944,-0.461940304,100.0773226,-18.02041065,4.881402923,70.51460503,4.794621312,65.20744435,4.794621312,65.20744435,2.574526697,51.8
04 30 2016,6.553340682,,04 30 2016,5.284684141,-1.510591837,91.03015307,28.26514511,4.808530443,64.62007097,4.650845698,61.44643672,4.650845698,61.44643672,6.553340682,51.8
05 01 2016,10.29810679,,05 01 2016,6.144459033,-0.672864254,63.96257288,-8.799963599,4.69393057,60.48765705,4.527024339,59.31313184,4.527024339,59.31313184,10.29810679,51.8
05 02 2016,5.851197038,87.22222222,05 02 2016,5.493642089,2.531649125,65.16013781,8.259812679,4.450076082,59.23158215,4.411973087,58.74101996,4.411973087,58.74101996,5.851197038,87.22222222
05 03 2016,3.510718223,102.7083333,05 03 2016,4.16996089,-2.849720196,57.55773913,-1.273410558,4.437066364,58.22015632,4.280598668,58.21206128,4.280598668,58.21206128,3.510718223,102.7083333
05 04 2016,5.383101275,93.70833333,05 04 2016,5.377928817,1.358437309,58.21515314,1.832424164,4.348776816,58.77132141,4.152811868,57.84799871,4.152811868,57.84799871,5.383101275,93.70833333
05 05 2016,6.319292801,59.47826087,05 05 2016,3.736176547,1.312938401,57.59915658,2.071243847,4.055952824,57.64470611,4.077144188,57.18923592,4.077144188,57.18923592,6.319292801,59.47826087
05 06 2016,5.617149156,67.13043478,05 06 2016,3.452861586,-1.074630848,58.81558419,-10.22087856,4.053705964,57.12796861,4.062843862,57.13908552,4.062843862,57.13908552,5.617149156,67.13043478
05 07 2016,3.744766104,56.10526316,05 07 2016,4.482485026,1.010103847,62.10325565,9.843315548,4.121773775,56.79503304,4.013051847,57.75305427,4.013051847,57.75305427,3.744766104,56.10526316
05 08 2016,5.851197038,58.6,05 08 2016,4.437477619,-2.815736444,55.17004854,0.425629381,4.013051847,57.49425492,3.963299955,58.8556794,3.963299955,58.8556794,5.851197038,58.6
05 09 2016,3.510718223,57.34782609,05 09 2016,5.402574059,1.626866825,58.08015698,-14.42278662,3.904329919,58.96987485,3.963303298,59.99364278,3.963303298,59.99364278,3.510718223,57.34782609
05 10 2016,3.276670341,58.33333333,05 10 2016,3.551934054,0.616060834,61.4158948,14.74019688,3.972518098,60.10290843,4.014232117,60.87326188,4.014232117,60.87326188,3.276670341,58.33333333
05 11 2016,4.68095763,63.75,05 11 2016,3.328160875,-0.18339992,50.328846,-1.150106921,4.013061878,60.90814505,4.069206621,61.61644857,4.069206621,61.61644857,4.68095763,63.75
05 12 2016,4.212861867,53.61904762,05 12 2016,3.720448529,-0.416792468,53.98199407,8.009732464,4.057116376,61.60873215,4.050034756,62.1794216,4.050034756,62.1794216,4.212861867,53.61904762
05 13 2016,5.851197038,57.90909091,05 13 2016,3.929336264,0.162897326,56.48503523,-12.01119442,4.137441609,62.33246852,4.0429197,62.09876255,4.0429197,62.09876255,5.851197038,57.90909091
05 14 2016,3.276670341,63.70833333,05 14 2016,3.72143153,2.248474593,66.99780884,2.010424801,3.955546283,62.59706413,4.01186489,61.75687529,4.01186489,61.75687529,3.276670341,63.70833333
05 15 2016,3.276670341,47.91666667,05 15 2016,3.676424123,-4.247617977,65.49938804,0.529155095,4.035771209,61.36675501,3.97443729,60.90625403,3.97443729,60.90625403,3.276670341,47.91666667
05 16 2016,3.744766104,54.63636364,05 16 2016,5.879891308,1.84495264,66.01139204,-12.86075455,4.044277178,61.30680672,3.983230804,59.48515302,3.983230804,59.48515302,3.744766104,54.63636364
05 17 2016,3.978813986,55.04347826,05 17 2016,3.835740516,0.845380948,67.05255114,15.63478841,3.843263484,60.04520036,4.032564754,57.76942545,4.032564754,57.76942545,3.978813986,55.04347826
05 18 2016,3.744766104,68.875,05 18 2016,3.636542364,-2.272838977,55.23295568,-4.526137046,4.062151749,57.10345198,4.146820242,56.35392674,4.146820242,56.35392674,3.744766104,68.875
05 19 2016,3.276670341,65,05 19 2016,4.28272516,3.253593219,59.04814864,0.759384546,4.192279028,56.159624,4.26112254,55.79235287,4.26112254,55.79235287,3.276670341,65
05 20 2016,6.553340682,65.70833333,05 20 2016,2.656068979,-2.173977151,58.33720455,6.645664547,4.186029949,55.79870424,4.327080577,55.50998013,4.327080577,55.50998013,6.553340682,65.70833333
05 21 2016,3.510718223,69.16666667,05 21 2016,4.283006017,1.283869654,58.385645,-14.5937075,4.405058644,55.41873037,4.461016149,54.41623944,4.461016149,54.41623944,3.510718223,69.16666667
05 22 2016,3.510718223,52.68181818,05 22 2016,3.735965904,0.158333391,65.07975,-2.820232498,4.390153138,55.31250578,4.469595676,53.01290921,4.469595676,53.01290921,3.510718223,52.68181818
05 23 2016,4.68095763,60,05 23 2016,4.472795445,-1.715687995,57.1801475,12.88568228,4.587836665,52.51748218,4.523901471,51.4560723,4.523901471,51.4560723,4.68095763,60
05 24 2016,2.106430934,58.25,05 24 2016,5.367958377,0.512073359,46.4603125,5.729703263,4.430797224,51.20873968,4.500673891,50.19710469,4.500673891,50.19710469,2.106430934,58.25
05 25 2016,4.68095763,57.2,05 25 2016,4.547433314,0.258739933,48.62615978,-8.739873372,4.553070524,50.64199503,4.513917657,47.2193109,4.513917657,47.2193109,4.68095763,57.2
05 26 2016,3.510718223,67.16666667,05 26 2016,4.238981611,0.039109401,56.52171033,2.809008148,4.518153924,48.74057935,4.447765695,44.54944594,4.447765695,44.54944594,3.510718223,67.16666667
05 27 2016,4.446909749,57.5,05 27 2016,4.189269841,0.951685495,55.6773875,-14.09217337,4.470528524,42.27535831,4.369801002,42.51784345,4.369801002,42.51784345,4.446909749,57.5
05 28 2016,5.617149156,44.75,05 28 2016,4.178667472,-2.68731437,57.64207283,14.63185326,4.354614638,42.63240016,4.303618948,43.40555551,4.303618948,43.40555551,5.617149156,44.75
05 29 2016,4.446909749,47.875,05 29 2016,5.119750598,4.596583368,45.51458478,-8.030215217,4.284259845,42.64577189,4.30616004,44.89430662,4.30616004,44.89430662,4.446909749,47.875
05 30 2016,4.212861867,57.91666667,05 30 2016,3.373519355,-4.771206492,48.01895,-1.650999998,4.271982362,44.93849449,4.196886427,46.42790525,4.196886427,46.42790525,4.212861867,57.91666667
05 31 2016,4.212861867,54.7826087,05 31 2016,6.223871479,1.523441065,42.4931,-16.87423696,4.362237912,47.09865349,4.179576915,47.14689695,4.179576915,47.14689695,4.212861867,54.7826087
06 01 2016,3.978813986,60,06 01 2016,4.303017111,-0.130317861,35.31625,70.96260435,3.956439008,47.24656778,4.111325209,47.82945407,4.111325209,47.82945407,3.978813986,60
06 02 2016,5.617149156,43,06 02 2016,3.905603809,0.836042438,11.26516304,-47.35252282,4.220053824,47.09546957,4.174340929,47.27093973,4.174340929,47.27093973,5.617149156,43
06 03 2016,2.574526697,49.5,06 03 2016,3.377872645,1.039313022,58.17668043,4.268973371,4.157482795,49.14632485,4.210100102,44.80451199,4.210100102,44.80451199,2.574526697,49.5
06 04 2016,7.021436445,42,06 04 2016,3.68618392,-2.376124307,57.735675,-2.251547831,4.145486169,45.57102477,4.211333869,39.91493541,4.211333869,39.91493541,7.021436445,42
06 05 2016,3.978813986,39.16666667,06 05 2016,5.033808217,0.406470955,61.56364294,-21.18798315,4.327331343,39.69618635,4.200932113,35.38758512,4.200932113,35.38758512,3.978813986,39.16666667
06 06 2016,3.978813986,,06 06 2016,4.005308206,3.387070727,63.14006304,10.34162555,4.161184095,34.4775951,4.25118888,32.71395634,4.25118888,32.71395634,3.978813986,51.8
06 07 2016,3.276670341,66.33333333,06 07 2016,3.383279151,-5.445755892,43.5285,0.632524998,4.1142809,31.98897392,4.268966488,31.40049182,4.268966488,31.40049182,3.276670341,66.33333333
06 08 2016,3.510718223,56.04347826,06 08 2016,6.148320823,2.507003882,34.2585625,16.16584239,4.478101644,31.67530001,4.340765691,30.64427002,4.340765691,30.64427002,3.510718223,56.04347826
06 09 2016,5.383101275,61.66666667,06 09 2016,3.467606603,1.838914205,25.62115,-24.06620373,4.21451692,30.53720152,4.298851059,29.40108769,4.298851059,29.40108769,5.383101275,61.66666667
06 10 2016,3.978813986,66.25,06 10 2016,3.293896266,-2.753526517,33.14957989,24.95947198,4.329678508,29.72030854,4.292936334,29.12506679,4.292936334,29.12506679,3.978813986,66.25
06 11 2016,2.808574578,41.625,06 11 2016,4.959100133,0.894531003,16.61180606,12.26451244,4.352357748,27.945753,4.298092075,30.10649903,4.298092075,30.10649903,2.808574578,41.625
06 12 2016,7.021436445,34.79166667,06 12 2016,3.870777483,2.446830172,25.03350419,-25.07314269,4.196772747,29.70913883,4.262229253,32.28857571,4.262229253,32.28857571,7.021436445,34.79166667
06 13 2016,3.04262246,22.79166667,06 13 2016,3.676985838,-3.879835136,45.71971477,-10.65397747,4.34514573,32.66460527,4.155988232,34.47847671,4.155988232,34.47847671,3.04262246,22.79166667
06 14 2016,3.04262246,37.29166667,06 14 2016,5.930024364,1.597306576,41.33278265,8.651935686,4.244769281,34.49198303,3.954566626,36.14765577,3.954566626,36.14765577,3.04262246,37.29166667
06 15 2016,5.383101275,12.875,06 15 2016,4.303227754,-0.791596745,26.29187306,7.213765878,3.878049686,36.27884184,3.829949503,37.69776216,3.829949503,37.69776216,5.383101275,12.875
06 16 2016,3.744766104,23.39130435,06 16 2016,4.273737721,1.238440961,19.90289916,7.403023707,3.74088091,37.67214244,3.933485598,39.01342729,3.933485598,39.01342729,3.744766104,23.39130435
06 17 2016,3.276670341,49.19047619,06 17 2016,3.452650943,0.622029055,20.72769113,8.538446821,3.870917912,39.14230219,4.129701311,40.00302157,4.129701311,40.00302157,3.276670341,49.19047619
06 18 2016,6.553340682,42.47826087,06 18 2016,3.870005125,-2.974420907,28.95550682,-3.97667273,4.188657973,40.22583723,4.280969801,40.43433025,4.280969801,40.43433025,6.553340682,42.47826087
06 19 2016,3.978813986,25.05,06 19 2016,4.909388363,2.323674177,45.72176932,-17.46015455,4.329528049,40.64092529,4.345075516,39.67920945,4.345075516,39.67920945,3.978813986,25.05
06 20 2016,4.446909749,19.18181818,06 20 2016,2.974350693,-0.408577387,58.51135909,-13.12525227,4.324723381,40.43622824,4.388070112,38.16494367,4.388070112,38.16494367,4.446909749,19.18181818
06 21 2016,3.276670341,19.95833333,06 21 2016,3.3629872,1.860891301,53.84079432,11.94485716,4.380975117,37.96047483,4.481211138,36.58799576,4.481211138,36.58799576,3.276670341,19.95833333
06 22 2016,3.744766104,27.83333333,06 22 2016,3.343046321,-1.348115797,36.04497727,3.969378908,4.458511837,36.09812794,4.563632771,36.35155709,4.563632771,36.35155709,3.744766104,27.83333333
06 23 2016,5.383101275,46.125,06 23 2016,5.183996742,-1.31357033,30.19401739,5.430267774,4.604146459,35.70538451,4.503856942,36.73109557,4.503856942,36.73109557,5.383101275,46.125
06 24 2016,2.574526697,60.59090909,06 24 2016,5.676831366,0.840395728,28.31243642,8.879079966,4.628240017,37.25115881,4.335573172,37.48875542,4.335573172,37.48875542,2.574526697,60.59090909
06 25 2016,3.510718223,55.58333333,06 25 2016,4.85609566,-1.527302855,31.86112322,-15.5355715,4.27918435,37.2367434,4.092654875,37.86666131,4.092654875,37.86666131,3.510718223,55.58333333
06 26 2016,3.04262246,34.20833333,06 26 2016,4.875755682,2.045274222,44.28888998,2.731085552,4.099295148,37.97836406,4.022697963,38.70456495,4.022697963,38.70456495,3.04262246,34.20833333
06 27 2016,5.383101275,29.95833333,06 27 2016,3.368112849,-0.080886948,41.18108525,-7.131873676,3.899485128,38.38487646,4.057209995,39.43869507,4.057209995,39.43869507,5.383101275,29.95833333
06 28 2016,5.851197038,27.79166667,06 28 2016,3.905744237,0.533418527,40.80436607,15.22725714,4.069313614,39.75045434,4.161210843,40.73281068,4.161210843,40.73281068,5.851197038,27.79166667
06 29 2016,4.68095763,30.39130435,06 29 2016,4.362488678,-3.109372916,33.29577322,-20.52157321,4.202831244,40.18075441,4.141574226,41.01514915,4.141574226,41.01514915,4.68095763,30.39130435
06 30 2016,5.149053393,46.70833333,06 30 2016,5.352651646,2.482639499,41.0144375,21.64384821,4.211487672,42.2672233,4.142099162,41.36060662,4.142099162,41.36060662,5.149053393,46.70833333
07 01 2016,3.04262246,40.28571429,07 01 2016,3.233441697,-0.483215256,28.21152857,1.241069642,4.010403763,40.59746973,4.126434672,41.50199712,4.126434672,41.50199712,3.04262246,40.28571429
07 02 2016,3.978813986,42.25,07 02 2016,3.596871248,1.199612417,37.05246786,-6.476355355,4.204406052,41.21712682,4.18110157,42.18484722,4.18110157,42.18484722,3.978813986,42.25
07 03 2016,4.212861867,30.54166667,07 03 2016,3.477085542,-0.796371321,47.13447678,-10.52931732,4.164494201,42.6913948,4.088622565,43.18600211,4.088622565,43.18600211,4.212861867,30.54166667
07 04 2016,5.851197038,44.625,07 04 2016,4.556912253,-0.700739358,50.74013036,11.00825256,4.174404457,42.64602003,3.952583906,44.17599952,3.952583906,44.17599952,5.851197038,44.625
07 05 2016,2.808574578,24.75,07 05 2016,4.840367643,-0.060735426,43.81646661,-22.65948175,3.926969037,44.2205915,3.796831728,44.29011504,3.796831728,44.29011504,2.808574578,24.75
07 06 2016,3.744766104,37.25,07 06 2016,4.423083675,1.124412833,47.90105543,21.7978586,3.756378223,45.66138702,3.761898409,42.63375701,3.761898409,42.63375701,3.744766104,37.25
07 07 2016,3.276670341,47.76190476,07 07 2016,3.945064281,-1.920362868,29.3261625,11.6002499,3.707147923,42.9883666,3.703269415,39.03787971,3.703269415,39.03787971,3.276670341,47.76190476
07 08 2016,4.68095763,52.375,07 08 2016,4.591457721,1.502938471,32.54912816,-15.37870588,3.822169082,39.25151741,3.646857188,34.87638916,3.646857188,34.87638916,4.68095763,52.375
07 09 2016,4.915005512,41.58333333,07 09 2016,3.317488292,-0.950562065,47.37234373,15.50076759,3.58049124,34.87375511,3.545250316,30.95109007,3.545250316,30.95109007,4.915005512,41.58333333
07 10 2016,4.446909749,51.70833333,07 10 2016,3.546457334,1.542960658,46.81685341,-22.80537273,3.537911243,30.50389497,3.611435713,26.78987127,3.611435713,26.78987127,4.446909749,51.70833333
07 11 2016,3.744766104,26.04347826,07 11 2016,2.824864311,-0.389128007,61.76213068,-16.85202727,3.517348465,27.47562013,3.789663175,22.7056765,3.789663175,22.7056765,3.744766104,26.04347826
07 12 2016,4.915005512,31.04166667,07 12 2016,3.646231946,0.239501197,53.90203523,-1.309571597,3.779047432,22.3900987,4.033775115,19.73632513,4.033775115,19.73632513,4.915005512,31.04166667
07 13 2016,3.04262246,50.04166667,07 13 2016,4.078471574,-2.522240399,29.1899125,24.75826818,4.072593628,18.25131067,4.104945733,20.08114448,4.104945733,20.08114448,3.04262246,50.04166667
07 14 2016,3.744766104,43.90909091,07 14 2016,4.750212398,1.970215066,3.168218182,16.14195682,4.249684286,18.56756603,4.087512509,23.4289146,4.087512509,23.4289146,3.744766104,43.90909091
07 15 2016,2.574526697,65,07 15 2016,2.899712824,0.263374081,1.904792046,-6.042923869,3.992559284,23.42455674,4.047272991,28.36114234,4.047272991,28.36114234,2.574526697,65
07 16 2016,3.744766104,55.70833333,07 16 2016,3.019428315,0.87114962,16.78332273,-8.291055674,4.020293957,28.29462102,4.091063349,32.28483402,4.091063349,32.28483402,3.744766104,55.70833333
07 17 2016,3.978813986,29.54166667,07 17 2016,3.402517887,-0.209940949,25.61892954,-1.777512805,4.128965732,33.36424925,4.127705217,35.14620009,4.127705217,35.14620009,3.978813986,29.54166667
07 18 2016,5.149053393,,07 18 2016,4.656757079,-1.427247387,26.16348068,7.706142642,4.123930359,35.19563178,4.018167465,36.58783183,4.018167465,36.58783183,5.149053393,51.8
07 19 2016,2.574526697,,07 19 2016,5.701055322,-1.984819654,24.93051902,-0.709727792,4.13021956,36.87871923,3.842273795,37.79697286,3.842273795,37.79697286,2.574526697,51.8
